Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 279, current score: -1 mean_score: 0.4, e: 0.099, iterations (steps): 8482
Trained episode: 280, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8512
Trained episode: 281, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8543
Trained episode: 282, current score: 1.0 mean_score: 0.3, e: 0.099, iterations (steps): 8574
Trained episode: 283, current score: 1.0 mean_score: 0.4, e: 0.099, iterations (steps): 8605
Trained episode: 284, current score: 1.0 mean_score: 0.4, e: 0.099, iterations (steps): 8635
Trained episode: 285, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8665
Trained episode: 286, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8672
Trained episode: 287, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8702
Trained episode: 288, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8732
Trained episode: 289, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8762
Trained episode: 290, current score: 1.0 mean_score: 0.4, e: 0.099, iterations (steps): 8793
Trained episode: 291, current score: -1 mean_score: 0.4, e: 0.099, iterations (steps): 8823
Trained episode: 292, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 8853
Trained episode: 293, current score: 1.0 mean_score: 0.3, e: 0.099, iterations (steps): 8884
Trained episode: 294, current score: 1.0 mean_score: 0.3, e: 0.099, iterations (steps): 8915
Trained episode: 295, current score: 1.0 mean_score: 0.4, e: 0.099, iterations (steps): 8946
Trained episode: 296, current score: 1.0 mean_score: 0.5, e: 0.099, iterations (steps): 8976
Trained episode: 297, current score: -1 mean_score: 0.5, e: 0.099, iterations (steps): 9006
Trained episode: 298, current score: -1 mean_score: 0.5, e: 0.099, iterations (steps): 9036
Trained episode: 299, current score: 1.0 mean_score: 0.6, e: 0.099, iterations (steps): 9066
Trained episode: 300, current score: -1 mean_score: 0.5, e: 0.099, iterations (steps): 9096
Trained episode: 301, current score: 1.0 mean_score: 0.6, e: 0.099, iterations (steps): 9126
Trained episode: 302, current score: -1 mean_score: 0.6, e: 0.099, iterations (steps): 9156
Trained episode: 303, current score: -1 mean_score: 0.5, e: 0.099, iterations (steps): 9186
Trained episode: 304, current score: 1.0 mean_score: 0.5, e: 0.099, iterations (steps): 9217
Trained episode: 305, current score: -1 mean_score: 0.4, e: 0.099, iterations (steps): 9248
Trained episode: 306, current score: -1 mean_score: 0.3, e: 0.099, iterations (steps): 9278
Trained episode: 307, current score: 1.0 mean_score: 0.4, e: 0.099, iterations (steps): 9308
Trained episode: 308, current score: 1.0 mean_score: 0.5, e: 0.099, iterations (steps): 9339
Random games won/total: 0/1.0, win %: 0.0%, last score: -5
Random games won/total: 1/2.0, win %: 50.0%, last score: 5.0
Random games won/total: 2/3.0, win %: 66.67%, last score: 5.0
Random games won/total: 2/4.0, win %: 50.0%, last score: -1
Random games won/total: 2/5.0, win %: 40.0%, last score: -5
Random games won/total: 3/6.0, win %: 50.0%, last score: 5.0
Random games won/total: 3/7.0, win %: 42.86%, last score: -5
Random games won/total: 3/8.0, win %: 37.5%, last score: -1
Random games won/total: 3/9.0, win %: 33.33%, last score: -5
Random games won/total: 3/10.0, win %: 30.0%, last score: -5
Random games won/total: 4/11.0, win %: 36.36%, last score: 5.0
Random games won/total: 4/12.0, win %: 33.33%, last score: -1
Random games won/total: 5/13.0, win %: 38.46%, last score: 5.0
Random games won/total: 5/14.0, win %: 35.71%, last score: -5
Random games won/total: 5/15.0, win %: 33.33%, last score: -5
Random games won/total: 5/16.0, win %: 31.25%, last score: -5
Random games won/total: 5/17.0, win %: 29.41%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: -5
Random games won/total: 5/19.0, win %: 26.32%, last score: -5
Random games won/total: 5/20.0, win %: 25.0%, last score: -5
Random games won/total: 5/21.0, win %: 23.81%, last score: -5
Random games won/total: 5/22.0, win %: 22.73%, last score: -5
Random games won/total: 6/23.0, win %: 26.09%, last score: 5.0
Random games won/total: 6/24.0, win %: 25.0%, last score: -5
Random games won/total: 6/25.0, win %: 24.0%, last score: -5
Random games won/total: 6/26.0, win %: 23.08%, last score: -5
Random games won/total: 6/27.0, win %: 22.22%, last score: -5
Random games won/total: 6/28.0, win %: 21.43%, last score: -1
Random games won/total: 7/29.0, win %: 24.14%, last score: 5.0
Random games won/total: 7/30.0, win %: 23.33%, last score: -5
Trained episode: 1, current score: -10.0 mean_score: 0.0, e: 0.66, iterations (steps): 8
Trained episode: 2, current score: -10.0 mean_score: 0.0, e: 0.46, iterations (steps): 15
Trained episode: 3, current score: -10.0 mean_score: 0.0, e: 0.44, iterations (steps): 16
Trained episode: 4, current score: -10.0 mean_score: 0.0, e: 0.4, iterations (steps): 18
Trained episode: 5, current score: -10.0 mean_score: 0.0, e: 0.38, iterations (steps): 19
Trained episode: 6, current score: -10.0 mean_score: 0.0, e: 0.34, iterations (steps): 21
Trained episode: 7, current score: -10.0 mean_score: 0.0, e: 0.32, iterations (steps): 22
Trained episode: 8, current score: -10.0 mean_score: 0.0, e: 0.31, iterations (steps): 23
Trained episode: 9, current score: -10.0 mean_score: 0.0, e: 0.29, iterations (steps): 24
Trained episode: 10, current score: -10.0 mean_score: 0.0, e: 0.28, iterations (steps): 25
Trained episode: 11, current score: -10.0 mean_score: 0.0, e: 0.24, iterations (steps): 28
Trained episode: 12, current score: -10.0 mean_score: 0.0, e: 0.23, iterations (steps): 29
Trained episode: 13, current score: -10.0 mean_score: 0.0, e: 0.21, iterations (steps): 30
Trained episode: 14, current score: -10.0 mean_score: 0.0, e: 0.19, iterations (steps): 32
Trained episode: 15, current score: -10.0 mean_score: 0.0, e: 0.18, iterations (steps): 33
Trained episode: 16, current score: -10.0 mean_score: 0.0, e: 0.17, iterations (steps): 34
Trained episode: 17, current score: -10.0 mean_score: 0.0, e: 0.17, iterations (steps): 35
Trained episode: 18, current score: -10.0 mean_score: 0.0, e: 0.16, iterations (steps): 36
Trained episode: 19, current score: -10.0 mean_score: 0.0, e: 0.14, iterations (steps): 38
Trained episode: 20, current score: -10.0 mean_score: 0.0, e: 0.13, iterations (steps): 40
Trained episode: 21, current score: -10.0 mean_score: 0.0, e: 0.12, iterations (steps): 42
Trained episode: 22, current score: -10.0 mean_score: 0.0, e: 0.11, iterations (steps): 43
Trained episode: 23, current score: -10.0 mean_score: 0.0, e: 0.1, iterations (steps): 44
Trained episode: 24, current score: -10.0 mean_score: 0.0, e: 0.099, iterations (steps): 45
Trained episode: 25, current score: -10.0 mean_score: 0.0, e: 0.094, iterations (steps): 46
Trained episode: 26, current score: -10.0 mean_score: 0.0, e: 0.09, iterations (steps): 47
Trained episode: 27, current score: -10.0 mean_score: 0.0, e: 0.085, iterations (steps): 48
Trained episode: 28, current score: -10.0 mean_score: 0.0, e: 0.081, iterations (steps): 49
Trained episode: 29, current score: -10.0 mean_score: 0.0, e: 0.077, iterations (steps): 50
Trained episode: 30, current score: -10.0 mean_score: 0.0, e: 0.073, iterations (steps): 51
Trained episode: 31, current score: -10.0 mean_score: 0.0, e: 0.069, iterations (steps): 52
Trained episode: 32, current score: -10.0 mean_score: 0.0, e: 0.066, iterations (steps): 53
Trained episode: 33, current score: -10.0 mean_score: 0.0, e: 0.06, iterations (steps): 55
Trained episode: 34, current score: -10.0 mean_score: 0.0, e: 0.057, iterations (steps): 56
Trained episode: 35, current score: -10.0 mean_score: 0.0, e: 0.054, iterations (steps): 57
Trained episode: 36, current score: -10.0 mean_score: 0.0, e: 0.051, iterations (steps): 58
Trained episode: 37, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 59
Trained episode: 38, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 60
Trained episode: 39, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 61
Trained episode: 40, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 62
Trained episode: 41, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 63
Trained episode: 42, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 64
Trained episode: 43, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 65
Trained episode: 44, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 66
Trained episode: 45, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 67
Trained episode: 46, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 68
Trained episode: 47, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 69
Trained episode: 48, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 70
Trained episode: 49, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 71
Trained episode: 50, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 72
Trained episode: 51, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 73
Trained episode: 52, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 74
Trained episode: 53, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 75
Trained episode: 54, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 76
Trained episode: 55, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 77
Trained episode: 56, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 78
Trained episode: 57, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 79
Trained episode: 58, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 81
Trained episode: 59, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 82
Trained episode: 60, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 83
Trained episode: 61, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 84
Trained episode: 62, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 85
Trained episode: 63, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 86
Trained episode: 64, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 87
Trained episode: 65, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 88
Trained episode: 66, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 89
Trained episode: 67, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 90
Trained episode: 68, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 91
Trained episode: 69, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 92
Trained episode: 70, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 93
Trained episode: 71, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 94
Trained episode: 72, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 95
Trained episode: 73, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 96
Trained episode: 74, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 97
Trained episode: 75, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 98
Trained episode: 76, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 99
Trained episode: 77, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 100
Trained episode: 78, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 101
Trained episode: 79, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 102
Trained episode: 80, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 103
Trained episode: 81, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 104
Trained episode: 82, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 105
Trained episode: 83, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 106
Trained episode: 84, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 107
Trained episode: 85, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 108
Trained episode: 86, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 109
Trained episode: 87, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 110
Trained episode: 88, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 111
Trained episode: 89, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 112
Trained episode: 90, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 113
Trained episode: 91, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 114
Trained episode: 92, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 115
Trained episode: 93, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 117
Trained episode: 94, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 118
Trained episode: 95, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 119
Trained episode: 96, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 120
Trained episode: 97, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 121
Trained episode: 98, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 122
Trained episode: 99, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 123
Trained episode: 100, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 124
Trained episode: 101, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 125
Trained episode: 102, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 126
Trained episode: 103, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 127
Trained episode: 104, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 128
Trained episode: 105, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 129
Trained episode: 106, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 130
Trained episode: 107, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 131
Trained episode: 108, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 132
Trained episode: 109, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 134
Trained episode: 110, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 135
Trained episode: 111, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 136
Trained episode: 112, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 137
Trained episode: 113, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 138
Trained episode: 114, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 139
Trained episode: 115, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 140
Trained episode: 116, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 141
Trained episode: 117, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 142
Trained episode: 118, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 143
Trained episode: 119, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 144
Trained episode: 120, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 145
Trained episode: 121, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 146
Trained episode: 122, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 147
Trained episode: 123, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 148
Trained episode: 124, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 150
Trained episode: 125, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 151
Trained episode: 126, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 152
Trained episode: 127, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 153
Trained episode: 128, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 154
Trained episode: 129, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 155
Trained episode: 130, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 156
Trained episode: 131, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 157
Trained episode: 132, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 158
Trained episode: 133, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 159
Trained episode: 134, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 160
Trained episode: 135, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 161
Trained episode: 136, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 162
Trained episode: 137, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 163
Trained episode: 138, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 164
Trained episode: 139, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 165
Trained episode: 140, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 166
Trained episode: 141, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 168
Trained episode: 142, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 169
Trained episode: 143, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 170
Trained episode: 144, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 171
Trained episode: 145, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 172
Trained episode: 146, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 173
Trained episode: 147, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 174
Trained episode: 148, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 175
Trained episode: 149, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 177
Trained episode: 150, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 178
Trained episode: 151, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 179
Trained episode: 152, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 180
Trained episode: 153, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 181
Trained episode: 154, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 182
Trained episode: 155, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 183
Trained episode: 156, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 184
Trained episode: 157, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 185
Trained episode: 158, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 186
Trained episode: 159, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 187
Trained episode: 160, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 188
